Cognate_ID,Achang,Alike,Atsi,Bahing,Bantawa,Batang,Beijing,Bokar,Bola,Bunan,Byangsi,Chaozhou,Chepang,Daofu,DarangTaraon,Dulong,Garo,Guangzhou,Hakha,Hayu,Japhug,Jieyang,Jingpho,Khaling,Kulung,Lashi,Lhasa,Limbu,Lisu,Longgang,Lushai,MaerkangrGyalrong,Maru,Mikir,MotuoMenba,OldBurmese,OldChinese,OldTibetan,Rabha,Rangoon,Rongpo,Tangut,Thulung,Ukhrul,WobziKhroskyabs,Xiahe,Xiandao,Xingning,Yidu,Zhaba
666_71_thefrost,ŋ̊ a n ⁵⁵,,ŋ a̰ n ⁵¹ + pʰ j u ⁵¹,,,,,,ŋ ɛ̰̃ ⁵⁵,,,,,,,,,,,,ɕ ŋ ɤ r,,,,,ŋ a̰ n ³³ + pʰ i u ³³,,,ȵ i̠ ³³,,,s ŋ ɐ r,ŋ a̰ ŋ ³¹,,,nh/n̊ a ṅ/n h,,,,n̥ ĩ ⁵⁵ + kʰ ɛ ⁵⁵,,,,,,,ŋ̊ a n ⁵⁵,,,
668_63_thefog,,,,,,,,,,,,,,z d o./o + m ə,,,,,,,z d ɯ m,,,,,,,,,,,s ɑ + z d ᴇ/e m,,,,,,,,,,,,,z d ə̂ m ɲ a,,,,,ʂ t e i ³³ + m b o./o ³⁵ + z ɿ ³³
669_86_theheart,,,,,ts u w a,,,,,,,,,,,,,,,,,,,ts ɵ̂ː,tʃ ɔ w a,,,,,,,,,,,,,,,,,,,,,,,,,
66_188_small,,,,,,,,,,,m iː d ɛ,,,,,,,,m̥ e m i,,,,,,,,,,,,,,,,,,m ə j,,,,,,,,,,,,,
671_138_narrow,,,,,,,,,,,,,,x tɕʰ e + x tɕʰ e,,,,,,,tɕ ɤ r,,,,,,,,,,,k ə + tʃ o./o r,,,,,,,,,,,,,,,,,,tɕʰ i ⁵⁵ + tɕʰ i ⁵⁵
672_106_theknee,,,,,t u m p ɨ tsʰ ɨ k,,,,,,,,,,,,,,,,,,,t ʌ̄ m ts u,t u m tʃʰ i,,,tʰ u ŋ b o,,,,,,,,,,,,,,,,,,,,,,
673_132_themountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t ɑ + w ɑ t,,,,,,,,,,,,,pʰ ɑ́,,,,,
67_189_tosmellperceiveodortransitive,n a m ³¹,,n a m ⁵¹,,n a m s,ȵ̥ ũ ⁵⁵,,n a m,n ɛ̰̃ ⁵⁵,,h n i m m o,,n a mh/m̥,n o,n ɯ ŋ ³⁵,p ɯ ³¹ + n ɑ m ⁵³,,,n̥ ǐi/iː m + n̥ i m ʔ,,n ɤ m n ɤ m,,m ă ³¹ + n a m ⁵⁵,n o./o m,n a m m a,n aː m ³¹,tsʰ i ¹³ + m ə ⁵⁵ + n u m ⁵²,n a m s,tʃʰ i ³¹ + n u̠ ³³ + ȵ i ³³,,n̥ i m,,n ɛ̃ ³¹,i ng/ŋ n í/i m,n a m,,,b s n a m s,,n ɑ̃ ⁵⁵,,,n e m s,kʰ ə + ŋ ə + n ɐ m,,h n ə m,n a m ³¹,,n u ⁵⁵,ŋ ʌ ³³ + m n ɪ ⁵⁵ + m n ɪ ³³
680_135_themud,,,,,b a kʰ a,,,,,,,,,,,,,,,,,,,,b ɔ h ɔ,,,,,,,,,,,,,,,,,,,,,,,,,
683_65_theforest,,,,s a ʔ b a l a,,,,,,,s e r ɛ̀,,,,,ɕ i ŋ ⁵⁵ + p l ɑ ⁵⁵,,,,,s ɯ ŋ g ɯ,,,,,,,,s i ³⁵ + n ɛ̠ ³³,,,ʃ ə + kʰ ɑ,,,,,,,,,,,s ɵ p d i,,s æ pʰ ô/o,,,,,
684_157_therainbow,,,,,,,,,,,,,,,,,,,,,,,,r o./o k t o./o l o./o m,r ɔ k t ɔ kʰ ɔː m,,,,,,,,,,,,,,,,,,,,,,,,,
685_22_tobuy,,,,,,,m a i ²¹⁴,,,,,b ɔ i ⁵³,,,b ɹ ɑ i ³⁵,,b r e + a,m a i ²³,,,,b ɔ i ³¹,m ă ³¹ + ʒ i ³³,,,,,,,m a i ³³,,,,,,,mˤ r a j ʔ,,p r i,,,,bʰ r e,,,,,m a i ⁴⁵,,
686_162_theriver,,,,,j a ŋ w a m a,,,,,,,,,,,,,,,,,,,j ôː/oː,j ɔ w a,,,,,,,,,,,,,,,,,,,,,,,,,
687_168_thesalt,,,,,j u m,,j a n ³⁵,,,,,i ə m ⁵⁵,,,,,,j i m ²¹,,,,i a m ⁵⁵,tʃ u m ³¹,r ʌ̄ m,r u m,,,j u m,,j a m ²¹,,,,,ʔ i n + tɕ a,,ɢ r o./o m,,,,,,,,,,,ʑ ɑ ŋ ²⁴,,
689_185_theskin,,,ʃ ŏ ²¹ + k ṵ ʔ ⁵⁵,k o./o k t e,h o./o k w a,,,,ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵,,,,,,k o./o ⁵⁵,,,,,k u k + tsʰ o,,,,s ʌ k ʌ,s ɔ k ɔ w a r,ʃ ŏ ⁵⁵ + k ṵ k ⁵⁵,,,k o./o ³⁵ + dʑ i ³³,,,,,,,,,,,,,,k o./o k t e,,,,,,,
68_190_thesmoke,n i ³¹ + x a u ³¹,,m j i ²¹ + kʰ a u ²¹,k y n i,t u ŋ kʰ u,,,m ɯ + k ɯː,,kʰ u,kʰ ù,,h m e ʔ + k u ʔ,m kʰ ə,m ɑ ³¹ + kʰ ɯ u ⁵³,,w a l ʔ + k u a,,m â/a y/i + kʰ u,k u l u,t ɤ kʰ ɯ,,w a n ³¹ + kʰ u t ³¹,,,m j i ³³ + kʰ o./o u ⁵⁵,,m iː k kʰ u,m u ³¹ + kʰ u ³¹,,m e i kʰ u,t ɐ + kʰ ə,m j i ²¹ + kʰ u k ⁵⁵,,m u + g u,k h u i w h,,,b á/a r + kʰ u n + t ʃ i,m i ⁵⁵ + kʰ o./o ⁵⁵,kʰ u,ɣ j u ¹,k w iː k u,m e j + kʰ u t,m kʰ ə́,,n̥ i ³¹ + x a u ³¹,,kʰ u ɯ ⁵³,kʰ ə ⁵⁵ + l i ³³
690_84_thehead,n i ³¹ + k u a ŋ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ o₂/o ṅ/n h,,,,kʰ ɑ̃ u ⁵⁵,,,,,,,u ³¹ + k ɔ ŋ ³¹,,,
691_80_thehairofthehead,,,,,,,,,,,,tʰ a u ⁵⁵/¹¹ m ɔ ⁵⁵,,,,,,,,,,tʰ a u ⁵⁵/¹¹ m ɔ ⁵⁵,,,,,,,,tʰ i u ²¹ l a ³³ m a u ³³,,,,,,,,,,,,,,,,,,m ɑ ɔ ⁴⁵,,
692_193_thesnow,,,,,,,,,ŋ ɛ̰̃ ⁵⁵,,,,,,,,,,,,,,,n ō/oː ŋ,n ɔː ŋ,,,n a ŋ,,,,,,,,nh/n̊ a ṅ/n h,,,,sʰ i ⁵⁵ + n̥ ĩ ⁵⁵,,,,,,,,,,
694_218_thethunder,,,,,,,,,,,,,,,b ɯ ³¹ + ɹ u ɑ ³⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b ɯ ³¹ + ɹ u ɑ ³⁵ + ⁿb o./o ⁵³,
695_140_theneck,,r k e,,,,k e ⁵³,,,,,,,,,,,,,,,t ɯ + m k e,,,,,,k e ⁵⁵,,,,,t ə + m k i,,,,,,s k e,,,,,,,f q ə̂,h k e + t ə,,,,
699_211_thethigh,,,,,,,,,,,,,,,,,,,,pʰ e k t e ŋ,,,,,,,,,,,,t ə + pʰ ə k + p ɑ,,,,,,,,,,,,,,,,,,
6_127_middle,,,,l ø,,,,,,,,,,,,,,,l âa/a y,,,,,,,,,,,,l a i,,,,,,,,,ɑ ⁵³ + l ɛ ²²,,,,,,,,,,
701_64_thefoot,,,,,,,,,,,,,,,,,,,,,t ɯ + m i,,,,,,,,,,,t ɑ + m ᴇ/e,,,,,,,,,,,,,,,,,,
707_23_tochew,,,,,,,,,,,,,,,,,,,,,,,,k ɛ m,kʰ a m m a,,,kʰ a m t,,,,,,,,,,,,,,,k a m,,,,,,,
70_192_thesnake,m ʐ u i ⁵⁵,r b u,l a̰ ŋ ⁵¹ + m u i ⁵¹,,,ɖʐ y ⁵⁵,,,l ɔ̃ ⁵⁵ + m ø ⁵⁵,,,,r u,m pʰ r i,,,,,r ûu/uː l,,q a p r i,,,,,l a̰ ŋ ³³ + m j u ³¹,ʈʂ y ¹³,,,,r û/u l,kʰ a + b r ᴇ/e,l ɔ̃ ³¹ + m ɔ i ³¹,pʰ u r u i,,m r u j,,s b r u l,,m w e ²²,,pʰ i o,b l oː,,b ə̂ r ə,r u,m ʐ u i ⁵⁵,,,ʈʂ ʌ ³³ + ʈʂ ɿ ⁵⁵
710_123_themanmalehuman,,,,m y r y,m ɨ n a,,,,,,,,,,,,,,m i n u ŋ,,,,,,,,,,,,m i p a,,,,,,,,,,,,m ʉ ts ʉ,,,,,,,
711_35_todig,t u ³¹,,,,,,,,,,,,d j a w ʔ,,,d u ⁵³,,,,,,,tʰ u ³¹,dʰ a,d ɔ m a,t uː ³³,,t ɔ,d u ³¹,,,,t a u ³⁵,,,tʰ ū h,,,,t u ⁵⁵,,,,,,,t u ³¹,,,
712_53_tofight,,,,,,,,,,,,,,,,,,,,,,,,k i,kʰ e m a,,,,,,,,,,,,,,,,,,,,,,,,,
714_96_hot,,,,,,,,,,,,,,,t ɑ i ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t ɯ ⁵⁵,
716_122_thelung,a ³¹ + tɕʰ o./o t ⁵³,,ts ṵ t ⁵⁵,,,,,,ts ɔ̰ t ⁵⁵,,,,,ʂ ts e,,,,,,,t ɯ r tsʰ ɤ z,,,,,ts ɔ̰ t ⁵⁵,,,,,,t ə + r tsʰ o./o s,ts a̰ t ⁵⁵,,,ʔ a + ch/ts u t,,,,a ⁵³ + sʰ o./o ʔ ⁴,,ts ə./ə,,,r tsʰ ǽ/æ,,a ³¹ + cʰ u t ⁵⁵,,,ts e ⁵⁵ + p e ⁵⁵
722_152_toplantvegetalsrice,,,,,l i t t,,,,,,,,,ɮ ə,,l ɑ i ⁵³,,,,,j i,,,,l e i m a,,,l e t t,,,,,,,,,,,,,,l j i,kʰ l i,,j ê/e,,,,,j i ⁵⁵
724_155_topush,,,,,,,,,,,,,,,,,,,,,,,,t o./o l,t ə l m a,,,,,,,,,,,,,,,,,,,,,,,,,
726_195_theson,,,,,,p u ²³¹,,,,b u ts a,,,,,,,,,,,,,,,,,pʰ u ¹³,,,,,,,,,,,b u,,,,,,,,,,,,
727_178_toshootanarrow,,,,,,,,o./o p,,,,,ʔ a p,,,ɑ p ⁵⁵,,,k aa/a p + k a ʔ,o./o p,,,k a p ³¹,ʔ a p,a m m a,,,a p,,,k â/a p,,,a p,g a p,,,,,,,,o./o p,k ə + k a p,,,,,,
729_167_torun,,r ɟʲ u k,,,,dʑ u ʔ ⁵³,,dʑ u k,,,j/dʒ a ŋ m o,,,m ɟʲ ə + r a,,,,,,,r ɟ ɯ ɣ,,,,,,c u ¹³²,,,,,k ɐ + r ɟʲ ə k,,,dʑ o./o ŋ,,,,,,,,,,,dʑ ə χ,,,,t ə ⁵⁵ + m ɟʲ o./o ⁵⁵
72_194_soft,,,ŋ j o̰ m ⁵⁵,,,,,,n ɛ̃ ³⁵,,,,,,ȵ i m ⁵⁵ + m̩ ⁵⁵,,,,n êe/eː m + n ěe/eː m,,,,,,,n ə̰ː ⁵³,,,,,n ê/e m,,n ɛ̰̃ ⁵⁵,,,,,,,,,,,,,,,,ȵ i m ⁵⁵ + m ɑ ⁵⁵,
733_198_tospit,,,p j e ⁵⁵,,,,,,pʰ ø ³⁵,,,,,,,,,,,,,,,,,p yː ³³,,,,,,,pʰ ø ³⁵,,,,,,,,,,,,,,,,,
734_213_tothinkreflect,,,,,,,,,,,,,,,,,,,,,,,,m i m + s i,m iː m a,,,,,,,,,,,,,,,,,,m i m,,,,,,,
736_227_tovomit,pʰ a t ⁵⁵,,pʰ a t ⁵⁵,,p e s,,,,,,,,,pʰ ɛ,,,,,,,m ɯ j pʰ ɤ t,,n ³¹ pʰ a t ³¹,,p a m a,pʰ aː t ⁵⁵,,p ɛ s,pʰ e̠ ³¹,,,k ɐ + m ə + m pʰ ɐ t,,,,,,,pʰ a t,,,w j a,,,m pʰ æ l ʁ á/a,,pʰ a t ⁵⁵,,,pʰ ɛ ⁵⁵
738_125_tomarryamanmarriesawoman,,,,,,,,,,,,,,,,,,,,,,,n u m ³³ + l a ⁵⁵,,,,,,,,,,,,l a,,,,,,,,,,,,,,,
739_198_tospit,tɕʰ o./o ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts ɛ ³⁵,,,
73_195_theson,ts ɔ ³¹ + l o./o ³¹,,j u ʔ ²¹ + k e ⁵¹ + ts o./o ²¹,,d u w a tsʰ a,,,,t a ³¹,,,,g o./o j + tʃ o./o ʔ,z e,,,,ts ɐ i ³⁵,f a p a,,,,l a ³³ + ʃ a ³¹,ts ɵ,tʃʰ a,ts ə̆ ³³ + s a̰ ŋ ³³,,s a,z ɑ ³¹,,f a,t ə + ts ɑ,ts o,s o./o p o,z a,s ā/aː h,ts ə ʔ,,,tθ ɑ ⁵⁵,,,,,z î/i,,j u ʔ ³¹ + c ɛ ⁵⁵ + ts ɔ ³¹,,,
740_235_white,,,,,o./o m,,,,,,,,,,,,,,,,,,,,ɔ m l ɔː p a,,,,,,,,,,,,,,,,,,,,,,,,,
741_241_thewolf,,w cç a ŋ + kʰ ə,,,,ɕ õ ⁵⁵ + kʰ u ⁵³,,tɕ a ŋ + k u,,ɕ a ŋ k u,,,,s p j o./o ŋ + k ə,,,,,,,s p j a ŋ k ɯ,,,,,,tɕ ə ŋ ⁵⁵ + k u ⁵⁵,,,,,s p j ɑ ŋ + k ə,,,,,,s p j a ŋ + k i,,,,,,,s p j ʊ̂ ŋ k ə ɣ,h tɕ a ŋ + k ə,,,,p i ɛ̃ ⁵⁵ + n kʰ u ⁵⁵
742_188_small,,tɕʰ o./o ŋ,,,,tɕʰ ũ ¹³ + tɕʰ ũ ⁵⁵,,,,,,,,,,,,,,,,,,,,,tɕʰ ỹ ⁵⁵ + tɕʰ ỹ ⁵⁵,,,,,,,,,,,tɕʰ u ŋ,,,,,,,,tɕʰ o./o ŋ + w o,,,,
744_1_above,,,,,tsʰ o./o ŋ,,,,,,,,,,,,,,ts ù ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745_5_bad,,,,,ɨ s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746_32_thedaughter,,,,,,,,,,,,,,s m e,,,,,,,t ɯ m e,,,,,,,,,,,t ə + m i,,,,,,,,,,m j i j,,,m ə l é/e,,,,,
74_163_theroad,,,kʰ j o./o ⁵¹,,,,,,kʰ j a ⁵⁵,,,,,,,,,,,,,,,,,kʰ j o./o ³³,,,,,,,kʰ j ɔ ³¹,,,,,,,,,,,,,,,,,
752_20_thebreastfemale,,,,,d u d a,,,,,,,,d u t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɖ ʉː ɖ ʉ,,,,,,,
753_21_toburnintransitive,,,,h ø,h o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755_239_thewing,,ɣ ɕ o./o k + k w a,,,,,,,,ɕ o./o k p a,,,,,,,,,,,,,,,,,ɕ o./o k ⁵⁵ + p a ⁵⁵,,,,,,,,,,,g ɕ o./o g + p a,,,,,,,,ɕ o./o χ + k w a,,,,
756_19_thebranch,,,,,,,,,,,,,,,x ɑ ³¹ + ɹ ɑ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h ɑ ⁵⁵ + ɹ o./o ⁵³,
759_27_tocome,,,,,b a n,,,,,,,,,,,,,,,,ɣ i,,,p i,,,,pʰ ɛ n,,,,k ɑ + p o,,,,,,,,,,,,,v j î/i,,,,,v ʌ ¹³
75_197_thespider,,,,,,,,,,,,,,,,,,,m ǎa/aː y/i + m o./o m ʔ,,,,,,,,,,,,m a i m a w m,,,,,,,,,,,,,,,,,,,
761_31_dark,,,,,m a k ts ɨ k p a,,x e i ⁵⁵,,,,,,,,,,,h ɐ k ⁵,,,,,,,,,,m a k,,,,,,,,,,,,,,,,,,,,,,
764_37_thedog,,,,,k u t i w a,,,,,,,,,,,,,,,,,,,,,,,k o./o t c o,,,,,,,,,,,,,,,,,,,,,,
768_44_theearthsoil,,,,,b a kʰ a,,,,,,,,,,,,,,,,,,,p ɵ k,b ɔ h ɔ,,,,,,,,,,,,,,,,,,,,,,,,,
769_44_theearthsoil,,,,,h e n kʰ a m m a,,,,,,,,,,,,,,,,,,,,,,,kʰ a m,,,,,,,,,,,,,,,,,,,,,,
770_48_eight,,,,,l e k + k a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772_52_thefeather,,,,,m ɨ w a,,,,,,,,,,,,,,,,,,,,,,,m u r i k,,,,,,,,,,,,,,,,,,,,,,
773_53_tofight,,,,m ø,m ɨ m a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774_75_thegoat,,,,,,,,,,,,,,tsʰ ɛ,,,,,,,tsʰ ɤ t,,,,,,,,ɑ ⁵⁵ tʃʰ i̠ ³¹,,,tʃʰ ə t,tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵,,,ch/ts i t,,,,sʰ e ʔ ⁴,,tsʰ j ɨ,,,tsʰ ǽ/æ,,,,,tɕʰ ɛ ¹³
777_68_thefox,,,t a n ⁵⁵ + kʰ u i ²¹,,,,,,,,,,,,,,,,,,,,k a ⁵⁵ + k u i ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,
781_69_thefrog,,,,,p a ŋ t o./o k,,,t a + t ɯ k,,,,,,,,,,,ʔ u t l a k,t i k t i k t o./o k t o./o k,,,,,,,,,,,,,,,t a k + t a k + p a,,,,,,,,,,,,,,,
786_81_thehand,,,,,tsʰ u k + k a,,,,,,,,,,,,,,,,,,,,,,,h u k,,,,,,,,,,,,,,,,,,,,,,
787_82_hard,,,,,tsʰ a k t,,,,,,,,s e h,,,,,,,,,,,ts e k p ɛ,,,,s a k t,,,s a k,,,,,,,,,,,,,,,,,,,
788_83_heorshethirdpersonsingular,,kʰ ə + r g o,,,kʰ o,kʰ u ⁵³,,,,,,,,,,,,,,,,,,,,,kʰ o./o ⁵⁵,kʰ u n ɛ,,,,,,,,,,kʰ o,,,,,g u,,,kʰ ə + k a,,,,
789_84_thehead,,,,,t a ŋ,,,,,,,,,,,,,,,,,,,dʰ ō/oː ŋ,t ɔ ŋ,,,,,,,,,,,,,,,,,,,,,,,,,
78_200_thestar,,r k a r + m æ,,,,,,t a + k a r,,k a r m a,k a r m aː,,k a r,,,,,,ʔ âa/a r + f ǐi/iː,,,,ʃ ă ³³ + k a n ³³,,,,k aː ⁵⁵ + m a ⁵⁵,,,,a r + s i,,,,k a r + m i,,,s k a r m a,,,,,,,,h k a r + m a,,,,
792_89_tohideconceal,,,,,k u m,,,,,,,,,,,,,,,,,,,g u p,,,,,,,,,,,g u m,,,,,,,,,,,,,,,
794_90_hightall,,,,,dzʱ o./o n m a,,,,,,,,,,,,,,,dz o./o ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795_91_tohold,,,,,k ɨ k t,,,,,,,,,,,,,,,,,,,gh/gʰ r i k t,,,,,,,,,,,,,,,,,,,,,,,,,,
799_101_ifirstpersonsingular,,,,g u,,,,,,g i,j/dʒ e,,,,,,,,,g u,,,,,,,,,,,,,,,,,,,,,,,g o,,,,,,,
7_139_near,n e ³¹,tʰ a k + ȵ e,,,,,,n ə + tɕ e,,,,,,,,,,,n àa/a y/i + n ǎa/aː y/i,,,,n i ³¹,,,,tʰ a ⁵² + ȵ e ¹³ + p o./o ⁵⁵,n iː t t a ŋ,n ɯ ³¹,,n̥ a i,,,,,n iː h,n ə r ʔ,tʰ a g + ɲ e + p o,,n i ⁵⁵,,,,,,tʰ a χ + ȵ i,n ɛ ³¹,,,ȵ ʌ ⁵⁵ + ʐ u ³³
8003_2_all,,,,,,,,,,,,,,,,,,,,,,,,,,p a n ³¹ + ʃ ɔ̰ ʔ ⁵⁵,,,,,,,p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵,,,,,,,,,,,,,,,,,
800_103_inside,,,,,h u t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8042_208_that,,,x j e ⁵¹,,,,,,x u ⁵¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047_209_there,tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ ɛ ⁵⁵ + tʰ ɔ ʔ ⁵⁵,,,
8049_209_there,,,,,,,,,tʰ ɔ̆ i ⁵⁵ + m ɛ̃ ⁵⁵,,,,,,,,,,,,,,,,,tʰ ə ³³ + m o./o ³³,,,,,,,tʰ ø ⁵⁵ + m ɛ ³¹,,,,,,,,,,,,,,,,,
804_56_thefish,,,,,,,,,,,,,,ʁ j ə,,,,,,,q a ɟ y,,,,,,,,,,,p ʃ ə u + j o,,,,,,,,,,ʑ j u ²,,,ʁ d o./o j ú/u,,,,,dʑ y ¹³
8066_214_this,x a i ⁵⁵,,x j i ⁵¹,,,,,,,,,,,,,,,,,,,,,,,x j ɛ ³³,,,,,,,,,,,,,,,,,,,,,x a i ⁵⁵,,,
8067_214_this,,,,,,,,,tʃʰ ə ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,tʃʰ ɛ ³¹,,,,,,,,,,,,,,,,,
806_114_left,,,,p eː r o,b e ŋ w a,,,,,,,,,,,,,,,,,,,p e ŋ,,,,pʰ ɛ ŋ w a,,,,,,,,,,,,,,,p eː l a m,,,,,,,
807_121_thelouse,ʂ a n ³¹,,ʃ i n ²¹,,,,,,ʃ ɔ n ³⁵,,,,,,,,,,,,,,,s eː r,,ʃ ɛ̰ n ⁵⁵,,,x ɯ̠ ³³,,,s o./o r,ʃ i ŋ ³⁵,,,s a n h,,,,tθ ɑ̃ ⁵⁵,,,s eː r,,,,ʂ a n ³¹,,,ɕʰ a ¹³
8103_225_twenty,,,i ⁵⁵ + tsʰ e ⁵¹,,,,,,ḭ ³⁵ + tʰ a i ⁵⁵,,,,,,,,,,,,,,,,,ə̰ ⁵⁵ + tsʰ e ³³,,,,,,,,,,,,,,,,,,,,,,,,
8105_225_twenty,t ă ³¹ + s a u ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t a ³¹ + s a u ⁵⁵,,,
8108_24_thechildyounghuman,ts ă ³¹ + o./o i ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts ɔ ³¹ + u i ³¹,,,
8109_24_thechildyounghuman,,,ts ŏ ²¹ + ʃ a ŋ ⁵¹,,,,,,t ă ³¹ + ʃ ɔ̃ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,ts ɔ̆ ³⁵ + ʃ ɔ̃ ³¹,,,,,,,,,,,,,,,,,
8126_230_wefirstpersonpluralinclusive,ŋ ɔ ⁵⁵ + t u ʔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ ɑ ²² + t o./o ⁵³,,,,,,,ŋ ɔ ⁵⁵ + t u ³⁵,,,
8127_230_wefirstpersonpluralinclusive,,,ŋ a ⁵⁵ + m o./o ʔ ⁵⁵,,,,,,ŋ ă ⁵⁵ + m a ʔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8128_230_wefirstpersonpluralinclusive,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ ŏ ³¹ + n ṵ ŋ ⁵⁵,,,,,,,ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵,,,,,,,,,,,,,,,,,
8138_232_what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p ɛ̰ ⁵⁵,,,,,,,,,,,,,,p ɛ ³¹,,,
8143_234_where,,,kʰ a ⁵¹ + m a ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,kʰ ă ³³ + m o./o ³³,,,,,,,,,,,,,,,,,,,,,,,,
8155_237_thewife,nʲ i ³¹ + m ɔ ʔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n i ⁵⁵ + m ɔ ³¹,,,
8157_237_thewife,,,m j i ²¹,,,,,,,,,,,,,,,,,,,,,,,m j i ³³,,,,,,,m j i ³⁵,,,,,,,,,,,,,,,,,
8174_243_thewoodmaterial,,,s i k ⁵⁵ + t ṵ m ⁵⁵,,,,,,s a k ⁵⁵ + t a̰ m ³⁵,,,,,,,,,,,,,,,,,s ə̰ k ⁵⁵ + t ɔ̰ m ⁵³,,,,,,,,,,,,,,tθ i ʔ ⁴ + t õ ⁵⁵,,,,,,,,,,
8175_243_thewoodmaterial,,,,,,,,ɯ ɕ ɯ ŋ,,ɕ i ŋ,ʃ i n,,s i ŋ ʔ,,m ɑ ³¹ + s ɯ ŋ ⁵³,ɕ i ŋ ⁵⁵ + l ɑː ŋ ⁵⁵,,,tʰ î/i ŋ,,s i,,,,,,,,,,,,s a k ⁵⁵ + tʰ a u ŋ ³⁵,,ɕ i ŋ,s a c,,,,,,,,,s ê/e,,,,m ɑ ⁵⁵ + s e ŋ ⁵⁵,
817_72_thefruit,,,,,,xʰ ĩ ⁵⁵ + tʰ o./o ʔ ⁵³,,,,,,,,ɕʰ õ + tʰ o,,,,,,,,,,,,,ɕ i ŋ ⁵⁵ + t o./o ⁵²,,,,,ʃ ə ŋ + t o./o k,,,,,,ɕ i ŋ + t o./o g,,,,,,,ɕ ɑ̂ ŋ t ʊ ŋ,sʰ i + t o./o χ,,,,
8189_248_yousecondpersonplural,n u a ŋ ⁵⁵ + t u ʔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n ɔ ŋ ⁵⁵ + t u ³⁵,,,
818_102_theice,,,,,,tɕʰ ɑ ¹³ + r ɑ̃ ⁵⁵,,tɕ a + b a,,,,,,,,,,,,,,,kʰ j e n ³³ + p a̠ ³³,,,,ch/ts a k ⁵⁵ + p a ⁵²,,,,,,,,,,,ɴ kʰ j a g s + p a,,,,,,,,,,,,
8191_248_yousecondpersonplural,,,n u ŋ ⁵⁵ + m o./o ʔ ⁵⁵,,,,,,n a u ŋ ³¹ + m a ʔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192_248_yousecondpersonplural,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ j a ŋ ³³ + n u ŋ ⁵⁵,,,,,,,n ɔ̃̆ ³¹ + n a̰ u ŋ ⁵⁵,,,,,,,,,,,,,,,,,
819_141_theneedleforsewing,,,,,l u p m i t,,,,,,,,,,,,,,,,,,s ă ⁵⁵ + m j i t ⁵⁵,,,,,s ɔ m m e t,,,,,,,,,,,,,,,,,,,,,,
