Cognate_ID,Afade,Bata,Buduma,Buwal,Cuvok,Dghwede,Dugwor,Fulfulde,Ga,Gavar,Gemzek,GizigaMarva,GizigaMoutourwa,Hausa,Hwana,KamweFutu,Kanuri,Kilba,Lagwan,Lamang,Malgbe,Maltam,Margi,MargiS,Mazera,Mbara,Mbazla,Mbudum,Mbuko,Merey,MofuGudur,Moloko,Mpade,Mser,Musgum,Muyang,Nyimatli,Ouldeme,Psikye,Sharwa,ShoaArabic,Sukur,Vame,Zina
7179_102_cat,g a d a,,b ə a t u,,,,,,,,,,,,,,n g a m,,m a n d ɨ g i a,,b a t u,,,,m a t a ŋ g e,,,,,,,,n g a m o,k a m b u r w a + n + k ʔ o r,,,,,,,b a t u,,,m a t a n g i
7187_690_who,j a g i,,w ə n i,,,,,,,,,,,,,,n d u,,b a k e,,j a w i,,,,,,,,,,,,j a g i,j a k i,,,,,,,j a t i,,,n d i a
7195_621_thin,s a r s a r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f a f a ɗ ɨ,,,,,,,,,,,
7215_174_drink,s e,,x i ə,,,,,,,,,,,,,,,,s a w u n,,,,,,,,,,,,,,s e,s e,,,,,,,,,,s j a
7229_232_fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ɑ d ɑ r ɑ,,,,,,,,
7264_641_tomato,,,k ə m a t ə m,,,,,,,,,,,,,,t ə m a t ə n,,k ɨ m a t ɨ n,,t ɨ m a t ɨ m,,,,,,,,,,,,k ɨ m a t ɨ n,k ɨ m a t ɨ n,,,,,,,t a m a t i m,,,t ə m a t ə
726_41_beard,b ɨ m ɨ d ɨ,,,,,,,,,,,,,,,,,,,,g b ɨ m d ɨ,,,,,,,,,,,,k u m d u,,,,,,,,,,,
7270_410_mortar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d z ə n d z e ŋ,,,,,,,,,,,,,,
7274_4_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h ɨ n + z ɨ r k a,,,,,,,,z i j a d e,,,
7283_272_go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l e,
7283_674_walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l e,
7312_163_die,m a d ɨ,,m a t ə,,,,,,,,,,,,,,,,m ɨ t i,,m a d i,,,,,,,,,,,,m a d ɨ,m a t o,,,,,,,m a t,,,m a r a
7315_376_locust,,,,,,,,,,,k a t ə l a ŋ,,,,,,,,,,,,,,,,,,,k a t ə l a ŋ,,,,,,,,,,,,,,
7323_205_eye,ts ɨ,,,,,,,,,,,,,,,,,,s ɨ,,s ɨ,s ɨ,,,,,,,,,,,s ɨ,s ɨ,,,,,,,,,,
7324_341_jumpv,d e m + ts a l e,,,,,,,,,,,,,,,,,,z ɨ v i w u n,,s a f e w u n,,,,,,,,,,,,l a + m s ʔ a l,z ɨ f,,,,,,,,,,b u gʷʱ r a
7334_392_marry,,,,,,,,,,,,,,,,,n j i j a,,,,,,,,,,,,,,,,h ɨ n + n i k a,,,,,,,,,,,
7343_414_mountain,,,,,w u d a m,,,,,w ə z ə m,,,,,,,,,,,,,,,,,,w u z u m,,,,,,,,,,w u d o,,,,,,
735_600_sweep,ʃ a + j o,,,,,,,,,,,,,,,,,,z e h ɨ w u n,,s u w e d ɨ + n g a + j a,,,,,,,,,,,,ʃ a + j o,t o + n g o + o,,,,,,,,,,g i c a
7366_673_wait,f ʔ e + g o,,f ə a g ə,,,,,,,,,,,,,,,,ɗ a k a lʷ u n,,s a b i d ɨ + g ɨ,,,,,,,,,,,,k a + s i,s a p + k a,,,,,,,,,,
7375_137_courtyard,,,,,,,,,,,,,,,,,b a l b a l,,n g u + l + gʱ u z e,,m g b ɨ r a,,,,j a + c i gʱ e,,,,,,,,b a l b a l,b a l b a l,,,,,,,,,,
7385_195_elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m b ə l e,,,m b ə l e l e,,,,m b e l i,,m b e l e,,,,,m b e l e l e k,
7390_59_bilegall,m e ts i,,,,,,,,,,,,,,,,c i m r a m,,s ʔ ɨ k i,,ɗ e s k p ɨ,,,,ɗ ɨ l k e,,,,,,,,e s k i,s ʔ ɨ k i,,,,,,,,,,
7402_252_foot,e n ts i,,c u,,,,,,,,,,,,,,ʃ i,,a s ɨ,,,,,,,,,,,,,,e n s ɨ,m s ʔ ɨ k ɨ + t ɨ + h a l b o,,,,,,,,,,
7409_424_navel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ɑ h ɑ j m ɑ,,,,,,,,
7414_304_hear,ɬ ɨ n + g o,,h ə m a j,,,,,,,,,,,,,,,,ɬ u n u n + a l e,,ɬ ɨ n d ɨ + g ɨ,,,,,,,,,,,,ʃ i n + g ɨ,s ɨ n + k a,,,,,,,s i m i ʔ,,,s ə m j a
7424_28_eggplant,j a l o,,,,,,,,,,,,,j a a l o o,,,j a l o,,j a l o,,j a l o,,,,,,,,,,,,j a l o,j a l o,,,,,,,b a r z i n,,,j a l o
7439_235_fish,,,,,,,,,,,,,,,,,g u l u,,,,,,,,,,,,,,,,ʃ i + g u l u + h e,,,,,,,,,,,
7465_149_cut,,,,j ɑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts a,,,,,
7468_644_tooth,,,,,,,ɬ e r,,,,ɬ e r,,,,,,,,,,,,,,,,,,,ɬ e r,,ɬ e r,,,,ɬ e r,,ɬ e r,,,,,,
7476_184_early,t a t i n,,d a t e,,,,,,,,,,,,,,d a t e,,s ʔ a,,d a t e n,,,,,,,,,,,,d a t e n,d a t e n,,,,,,,b a d r i,,,
7508_10_all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʷ a + w a j,,,,,,,,,,,,,,
7541_21_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,n d ə r a,,,,,,,,,,,,,,,,n t a l
7541_295_hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,n d ə r a,,,,,,,,,,,,,,,,
755_413_motherinlaw,m a n i + m ts e,,a m i,,,,,,,,,,,,,,k ə s a i,,m a + l + d e,,k u d a,,,,d i d i ʔ a,,,,,,,,k ɨ s e j,i j a + t ɨ + s kʷ e,,,,,,,,,,
7593_543_show,s o + ɨ w o,,k ə m u ə,,,,,,,,,,,,,,,,m u l u n + h e,,d e + e,,,,,,,,,,,,d ɨ g a + h e,i + n o j t,,,,,,,,,,m a l j a + f i
7607_375_lizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g e m s l e l i k,,,,,,,,
7607_77_boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g e m s l e l i k,,,,,,,,
7628_325_hundred100,,,,,,,s ə k a t,,,,,s i k ə t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646_488_rainyseason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m i l e v i,,,,,,,,
7674_656_twin,m f i j a m,,,,,,,,,,,,,,,,k a w u,,gʱ u l i + e + n ɨ gʱ u a,,f o m a j,ɨ n f i j a m,,,z ɨ g l a,,,,,,,,l i m e,u l o + n + w a,,,,,,,t o m,,,
76_329_hut,f ɨ n,,,,,,,,,,,,,,,,,,v ɨ n i,,f ɨ n,,,,,,,,,,,,f ɨ n,v r i o,,,,,,,,,,
7724_511_rub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p a t,,,,,,,,,,,,
7724_698_wipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p a t,,,,,,,,,,,,
772_81_breast,,,,,,,,,,,,,,,,,,,,,s o b i a,,,,,,,,,,,,s o b i a,,,,,,,,,,,
7737_538_defecate,g a + e m ɓ o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s a + s ʔ e,,,,,,,,,,,
773_354_laugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j e j,,,,,,,,
7744_547_sing,ɗ e + g a j e,,,,,,,,,,,,,,,,,,k ʔ e l e l + h a l g e,,l e d ɨ + g a i,,,,,,,,,,,,l e + g a j,g ɨ m a + k ɨ + n g u n,,,,,,,,,,gʱ ə l j a
7748_579_squirrel,,,,,,,,,,,,,,,,,,ʃ a n,,,,,i ʃ a ɗ ə,ʃ a n,,,,,,,,,,,,,,,,,,,,
7767_147_cup,,,f ə n j a l,,,,,,,,,,,,,,f i n j a l,,,,,,,,,,,,,,,,f ɨ n j a l,,,,,,,,f u n j a l,,,
7782_243_flour,,,,ŋ f ɑ,,,,,,ŋ f ɑ,,,,,,,,,,,,,,,,,,n f a,,,,,,,,,,,,,,,,
7787_113_chick,,,,,,,,,,,b e ɗ œ k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778_27_askrequest,i s ɨ r o + n i,,c i,,,,,,,,,,,,,,,,z a m a,,i r o,,,,,,,,,,,,k e,s k e,,,,,,,,,,j a m a
781_424_navel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z i m b e l,,z i m b e l,,,,,,
7868_650_tree,,,,m p e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868_701_wood,,,,m p e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896_18_ant,m ts ɨ f o,,,,,,,,,,,,,,,,,,m a gʱ u d a,,m ɨ n g ɨ l i,m a ts i f o,,,,,,,,,,,m a s ʔ e f u,n ʃ i l u,,,,,,,,,,
7900_279_grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k ʉ z i r,,,,,,,,
7905_617_then,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a r o,d ɨ m a,,,,,,,,,,
7926_155_daybeforeyesterday,,,c u ɗ u ə + n i n ɗ ə,,,,,,,,,,,,,,,,d ɨ v e ɗ ɨ + n t ɨ k ɨ n,,t u ɗ a + s a,,,,,,,,,,,,l u ɗ o + r o + s o,z u ɗ o + r o + s o,,,,,,,a w a l t a m i s,,,
7946_427_necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s ɨ r s ɨ r,,,,,,,,s i l s i l a,,,
7991_10_all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n e c,,,,,,,,
799_575_spider,a s u a n,,,,,,,,,,,,,,,,t a u t a u,,s u a n s u a n,,m a s ʔ e m g b a,,,,,,,,,,,,a sʷ a n,a n sʷ a n,,,,,,,a b u n c a b a c,,,
7_157_debt,,,,,,,,,,,,,,,,,,,m ɨ s ɨ l ɨ m,,k a l,,,,,,,,,,,,m s a l e,m s ɨ l ɨ m,,,,,,,,,,
8014_627_thorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ d ɑ k,,,,,,,,
8016_56_beside,,,k ə l a + h ə,,,,,,,,,,,,,,,,n a + z e,,a + g e,,,,,,,,,,,,g o + h e,d a + z a l a r a + k ɨ,,,,,,,,,,
8031_650_tree,,,,,,,,,,m p i,,,,,,,,,,,,,,,,,,m ə p a j,,,,,,,,,,,,,,,,
8031_701_wood,,,,,,,,,,m p i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070_94_butterfly,a b u + m a l ɨ m + m a l ɨ m,,,,,,,,,,,,,,,,m a l ə m + f a t a f a t a,,,,m a l ɨ m e + m b a + b a + n j e,,,,,,,,,,,,m a l ɨ m + m a l ɨ m,,,,,,,,,,,
8104_627_thorn,,,,,,,a d a k,,,,a d a k,,,,,,,,,,,,,,,,,,,a d a k,,,,,,,,,,,,,,
8120_81_breast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p ɑ p i,,,,,,,,
8131_272_go,,,,,,,,,,,d a,,,,,,,,,,,,,,,,,,,d a,,,,,,,,,,,,,,
8140_4_add,h a l i + m ɓ ɨ m e,,,,,,,,,,,,,,,,k ə m,,h u n + l ɨ + g e,,h ɨ n d ɨ + h a n j a,,,,,,,,,,,,h ɨ n + n k ʔ ɨ m e,b a l k a,,,,,,,,,,
8183_129_coldweather,s e m a ɗ e,,h ə a m b a ɗ ə,,,,,,,,,,,,,,,,ʃ i m a,,c ʔ a m a r e,,,,,,,,,,,,s ɨ m a ɗ ɨ,s ɨ m a ɗ i,,,,,,,,,,
81_697_wing,,,,,,,,,,,gʷ e ɮ e v i j e k,,,,,,,,,,,,,,,,,,,gʷ e ɮ e v i j e k,,,,,,,,,,,,,,
8278_691_whole,,,,,,,,,,,,,,,,,,,k i t ɨ,,b a d ɨ,,,,,,,,,,,,g e j + m a r a g ɨ,b ɨ l ɨ m + n ɨ + k ʔ a r,,,,,,,,,,
8289_297_behard,,,,ɓ ɑ r ɓ ɑ r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8289_590_strength,,,,ɓ ɑ r ɓ ɑ r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296_151_daughter,,,,,,,,,,,d e m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296_268_girl,,,,,,,d e m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321_113_chick,w u l + b ɨ s ɓ o,,,,,,,,,,,,,,,,,,gʱ u l + k u s k u,,w u l i a + d ɨ + k p a k p ɨ,,,,gʱ u j a + c a k a r,,,,,,,,l o + ɨ l + b a s k u,u l i o + k u s k u,,,,,,,,,,
832_693_wide,,,,,,,,,,,,,,,,,,,,,b a c a,,,,,,,,,,,,b a c ʔ a,,,,,,,,,,,
8344_451_orphan,w u l + s ɨ + m ɨ l g e,,,,,,,,,,,,,,,,n g ə n j i,,m ɨ l g e n i,,m ɨ l g e,m ɨ l g e,,,m i l g i ŋ,,,,,,,,m ɨ l g e,m ɨ l g e,,,,,,,a t i m,,,
8362_498_rice,,,,,,,,,,,,,,,,,,,n k ʔ a,,k o ɗ o,,,,,,,,,,,,k o ɗ o,g a ɗ o r,,,,,,,,,,a h i
8363_40_bean,k a l o,,a ə g ə n,,,,,,,,,,,,,,n g a l o,,m a g u r e,,g ɨ n,,,,,,,,,,,,k ɨ n,n g u r u w a,,,,,,,l u b i a,,,
837_422_name,ɬ ɨ m,,,,,,,,,,,,,,,,,,ɬ ɨ m i,,ɬ ɨ m,ɬ ɨ m + s ɨ + w a w u n,,,s i m e,,,,,,,,ʃ i m u,s ɨ m,,,,,,,,,,s ə m
8389_331_i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,n a
8398_189_egg,e n s l o,,,,,,,,,,,,,,,,,,n s l ɨ,,e n s l ɨ,,,,,,,,,,,,e n ʃ o,e n s ɨ,,,,,,,,,,n s i
8422_57_between,,,b o h u + ɗ ə,,,,,,,,,,,,,,,,,,a + b a r + g e,,,,,,,,,,,,d a b u + ɨ l + g a s i,m a z e s ɨ n,,,,,,,a m b e n,,,
843_415_mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ k f u m,,,,,,,,
8472_351_lake,g ɨ b ɨ n,,k u ə l u ə,,,,,,,,,,,,,,s a d ə,,,,j a g e,,,,u r e,,,,,,,,s a g e,f a t a n,,,,,,,,,,l i s ə n
8479_256_forget,,,a ɗ ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s o + h e + g ɨ,,,,,,,,,,,
8499_148_curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e ɬ i ɓ,,,,,,,,
8499_514_saliva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e ɬ i ɓ,,,,,,,,
8520_526_servant,,,,,,,,,,,,,,,,,,,gʱ u l i + e + gʱ aː,,ɬ a w a,,,,ɗ ɨ w e,,,,,,,,l o + s ɨ + k i ɗ a,b ɨ r + d a w a,,,,,,,,,,
852_713_kid,,,,,,,,,,,,,,,,,,,gʱ u l i + e + u f u,,w u l i a + d ɨ + d ɨ l g e,,,,gʱ u j a + d i s a,,,,,,,,l o + s ɨ + h ɨ n gʷ e + i + g o e,gʱ ɨ l i + n + gʱ a w e,,,,,,,,,,
8545_513_sacrifice,h a d a,,h ə a d ə g a,,,,,,,,,,,,,,s a d a a,,a d u a,,j a r g a,,,,,,,,,,,,s a r g a,s a d a k,,,,,,,s a d a x a,,,
8556_434_ninety90,d ɨ g ɨ n + g a ɗ e + g o + k a n,,h ə k a n + h ə l i g ə a r,,,,,,,,,,,,,,f i l ə g a r,,t ɨ k ɨ m + g a ɗ e + k a + x k a n,,b l e + g a n ɗ e + g a + k a n,,,,,,,,,,,,m b ɨ l o s k a ɗ e + g o + k a n,t ɨ k ɨ m + k a ɗ e + d ɨ n + v r e,,,,,,,t i s i n,,,
8563_72_bone,e n s l ʔ i,,a h a j,,,,,,,,,,,,,,,,a ɬ ɨ,,e n s l ɨ,,,,a s i s ʔ e,,,,,,,,e n ʃ i,e n ʃ i,,,,,,,,,,a s a s ə
8567_579_squirrel,,,,,,,h i j a ŋ,,,,h i j e ŋ,a j e w,,,,,,,,j a gʱ,,,,,a j a h e,j a j a,,,w a n a n a j a h,,a j a ŋ,a j a h,,,,e j e ŋ,,a j e ŋ,,,,,a j a h,
8616_110_cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ə h u l o m,,,,,,,,,,,,,,m u l a,
8717_595_sugarcane,m a ɗ a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k a d a,,,,,,,,,,,
8754_173_down,a + f t ɨ n,,d a j,,,,,,,,,,,,,,,,n a + w a t ɨ n,,a + t ɨ n,,,,,,,,,,,,l a t ɨ n,d a + t ɨ n,,,,,,,,,,
8764_524_sell,,,,s ə k ɑ m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764_96_buy,,,,s ə k ɑ m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779_461_pestle,d e j,,,,,,,,,,,,,,,,k a r m o,,t a i,,d a j,,,,ɓ a kʷ a l a + t a kʷ a,,,,,,,,d e j,t o j,,,,,,,,,,
8781_409_morning,a s k i s u,,kʷ a d ə,,,,,,,,,,,,,,s u w a,,,,a k i w,,,,,,,,,,,,a s k i s u,p a j a r,,,,,,,,,,
8792_20_anus,m ɨ n i,,,,,,,,,,,,,,,,k u l i,,m ɨ r n i,,m u s k u,,,,v u g u n e,,,,,,,,m d ɨ b u,b ɨ l gʷ i,,,,,,,,,,
8794_169_dog,g ɨ l e w,,k ə l i ə,,,,,,,,,,,,,,,,k l e,,g ɨ l e w,,,,,,,,,,,,k ɨ l e w,k l e,,,,,,,,,,
8799_318_honey,,,,,,,a m a m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8799_46_bee,,,,,,,,,,,a m a m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8812_686_when,,,t o d i,,,,,,,,,,,,,,,,s ɨ n + t a,,a + s o + d i,,,,,,,,,,,,s a k a + l e,v a t i,,,,,,,m a t a,,,s a ʔ a + c ə
8822_120_claw,,,,,,,g ə g e r e,,,,g ə g e r e,,,,,,,,,,,,,,,,,,,g ə g e r e,,,,,,,,,,,,,,
8822_230_fingernail,,,,,,,g ə g e r e,,,,g ə g e r e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8834_10_all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɗ e k,,,,,,,,
887_10_all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j i g a + a w a n,,,j ə j g a,,,,,,,,,,,,
8949_195_elephant,a r f i,,,,,,,,,,,,,,,,,,n ɨ v i,,a r f ɨ,,,,,,,,,,,,a r f u,a r v i,,,,,,,f i l,,,
8966_462_piece,,,,,,,,,,,,,,,,,,,s u n u s u,,h e l,,,,,,,,,,,,b a l a,s ʔ e i,,,,,,,,,,
8985_359_leftdirection,ɬ e + m a g i,,,,,,,,,,,,,,,,,,,,,ɬ e + m a d j i,,,,,,,,,,,,,,,,,,,,,,
8987_5_adult,,,,,,,,,,,,,,,,,,,m e n i,,b l o,,,,ɗ ɨ v i ŋ + gʷ a n e,,,,,,,,b l o + n + d ɨ m o,m aː l,,,,,,,,,,
8991_543_show,,,,,,,,,,,b ə z,,,,,,,,,,,,,,,,,,,b ə z,,,,,,,,,,,,,,
89_362_leopard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ɑ v ɑ j,,,,,,,,
9000_37_bat,b a g a,,,,,,,,,,,,,,,,,,t a n e + t a n e,,a m g b a l e m b g a l e,b a g a + b a g a,,,s a s a r e,,,,,,,,ɓ e l e,m s ʔ e r i,,,,,,,w a tʷ a t,,,
901_525_semen,,,,,,,,,,,,,,,,,n u t u w a,,ʃ a w a,,ʃ a h a w a,,,,m a n i,,,,,,,,ʃ a w a,ʃ a w a,,,,,,,,,,
904_239_five,,,,,,,,,ɗ ə r m a n,,,,,,,,,,,,,,,,,,,,ɗ a r a,,,,,,,,,,,,,,ɗ a r a,
9054_695_wind,s ʔ i,,a x i,,,,,,,,,,,,,,,,,,h i,,,,,,,,,,,,m s i,ʃ i,,,,,,,,,,
9073_228_find,,,,,,,,,,g r ɑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073_521_see,,,,,,,,,,g r ɑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9097_419_muscle,,,,,,,,,,,,,,,,,,,,,m g ɓ a l e,,,,a s u,,,,,,,,m ɓ ɨ l,sʷ a + m a w e s ɨ h,,,,,,,,,,
9131_442_often,,,j u ɗ u,,,,,,,,,,,,,,,,,,z ɨ r,,,,,,,,,,,,ɓ a r,n a t ɨ + gʱ ɨ n + z i + d a + k a,,,,,,,,,,j a n
9140_570_soupbroth,b ɨ l i,,,,,,,,,,,,,,,,b ə l ə m,,gʱ u n a n,,m a i ɗ o,,,,,,,,,,,,b l i,b ɨ l i + a + gʱ a z a w u n,,,,,,,m u l a h,,,a w u z a
9143_397_medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h ɑ f,,,,,,,,
9143_650_tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h ɑ f,,,,,,,,
9158_212_family,,,,,,,,,,,,,,,,,j a l,,,,,,,,,,,,,,,,j a l,,,,,,,,i j a l,,,
9164_481_pus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l o l o ɓ,,,,,,,,,,,,,,
918_616_that,,,t ə d ə w,,,,,,,,,,,,,,,,u t k i,,n g a + t a + r ɨ,,,,,,,,,,,,n g o + t o + r o,k o t o,,,,,,,h i n a k,,,m a + f j e d e
9255_158_deceive,h a + g ɨ b e,,,,,,,,,,,,,,,,,,u s ɨ lʷ u n,,m g ɓ e w u n,,,,,,,,,,,,h ɨ n + m a ɗ a,w e + o,,,,,,,,,,
9269_93_bush,,,,,,,,,,,,,,,,,,,,,ɗ a s ɨ,,,,,,,,,,,,,s a p a,,,,,,,,,,
926_154_dayaftertomorrow,,,,,,,,,,,,,,,,,,,m e g o n t ɨ k ɨ n,,k i w + s a,,,,,,,,,,,,g i s u + r o + s o,k i z u + r o + s o,,,,,,,a m b u k r a,,,
9271_153_day,ts ɨ,,,,,,,,,,,,,,,,,,s ɨ,,s ɨ,s ɨ,,,,,,,,,,,s ɨ,s i z i,,,,,,,,,,
9277_457_pathroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v o t o,,,,,,
9284_354_laugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ gʷ a s a,,,,,,,,,,,,,,
9316_99_camel,,l u kʷ a p t o,l o g u ə m e,,,ɮ u gʷ a m a,ɮ e gʷ e m e,,,,ɮ e g u m e,,,,,tʰ ə gʷ a m i,,,,,l o g o m e,,,ɬ u gʷ a m,,,,,ɮ u gʷ e m e,ɮ ə gʷ e m e,,e ɮ e gʷ e m e,,,,e ɮ i gʷ e m i,ɬ i m o kʰ,a ɮ ə gʷ e m e,,,,,a ɮ ə gʷ e m e,
9325_342_kick,,,,,,,,,,,,,,,,,,,ɬ e l + a s ɨ,,z g ɨ d ɨ + k a l,,,,,,,,,,,,k ɨ + e n s ɨ,s a + l i + m s ʔ ɨ k ɨ,,,,,,,,,,
9332_354_laugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m b a s,,,,,,,,,,,,
9332_560_smile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m b a s,,,,,,,,,,,,
9360_165_bedifficult,,,a w a l,,,,,,,,,,,,,,,,n gʷ a + a + k u,,w a l i,,,,,,,,,,,,w a l ɨ,j a + n j i b a,,,,,,,,,,l a h ə
9366_151_daughter,,,,,,,,,,h ə l ɑ d ə m ɑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9399_482_push,d a + l i + ɬ e ɗ e,,,,,,,,,,,,,,,,,,ɗ ɨ g ɨ w u n,,,,,,,,,,,,,,d a + ʃ a ɗ e,m s ɨ k a,,,,,,,,,,c i kʷ a
93_466_place,n g o,,b ə l a,,,,,,,,,,,,,,n a,,m b a,,n g a,,,,gʱ a ɗ a,,,,,,,,n g o,n g o,,,,,,,,,,f u n a
9408_10_all,,k a p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k a p,,,,,,,
9423_572_south,a n ɨ m,,a ə n ə m,,,,,f o m b i n a,,,,,,,,,a n ə m,,a l a g e,,ɬ e + h a w a,,,,,,,,,,,,a n ɨ m,s a g u m,,,,,,,w a t i,,,
9450_605_sword,g a ʃ a g a r,,,,,,,k aː f a h i,,,,,,,,,k a ʃ a a r,,m a v ɨ r a m,,g e g a r,,,,,,,,,,,,k a ʃ a g a r,k a ʃ a g a r,,,,,,,s e f,,,
9469_487_rain,,,,,j a m,j i w e,,,,,j a m,,,,,,,,,,,,,,,,j a m j a t e t,,,,,,,,,,,,,,,,,
948_186_earthworm,,,,,,,,,,z ɑ z r ɑ ɗ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948_336_intestinalworm,,,,,,,,,,z ɑ z r ɑ ɗ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511_236_fisherman,m a b a l ɨ w,,b a n d a m a,,,,,,,,,,,,,,,,b ɨ l a + e + t ɨ m e l + k iː,,m e + m b a l g i,,,,a b a + z a gʱ + k ɨ l f o,,,,,,,,m s i + l a n + k i e,m a gʷ a l,,,,,,,,,,
9513_488_rainyseason,e m a n,,j i m a n,,,,,,,,,,,,,,a r a s a n,,d e m a n,,e m a n,,,,,,,,,,,,e m a n,d e m a n,,,,,,,x a r i f,,,
9554_303_head,,,,,,,ɣ ə r,,,,ɣ ə r,,,,,,,,,,,,,,,,,,,ɣ ə r,,,,,,,,ɣ ə r,,,,,,
9579_307_heel,g u g u,,,,,,,,,,,,,,,,g u d u g u d u,,n k u m ɨ t ɨ + l + a s ɨ,,h u h u,,,,,,,,,,,,h u h u,k u m u t u + t ɨ + m s ʔ ɨ k ɨ,,,,,,,,,,
9614_430_benew,b ɨ l i n,,b ə l i n,,,,,,,,,,,,,,b ə l i n,,gʱ u l i + e + g e + e n i,,b l i n,,,,h a h e,,,,,,,,m b l i n,t e n,,,,,,,,,,h a r a m bʷ a
9633_78_bracelet,,,,,,,,,,,,,,,,,,,k r i,,,,,,,,,,,,,,,k ɨ r i,,,,,,,,,,
9640_228_find,ɬ e + g o,,t a,,,,,,,,,,,,,,,,ɬ u n + a l e,,ɬ e d ɨ + g ɨ,,,,,,,,,,,,k a,s e + k a,,,,,,,,,,h a r a
9647_705_woundsore,,,,,,,,,,,,,,,,,k u n g u,,,,k u n g u,,,,,,,,,,,,k u n g u,,,,,,,,,,,
